1573135192145,10.0
1573135192246,10.0
1573135192347,10.0
1573135192447,9.0
1573135192548,9.0
1573135192648,10.0
1573135192749,10.0
1573135192849,10.0
1573135192950,9.0
1573135193050,9.0
1573135193151,10.0
1573135193252,9.0
1573135193352,9.0
1573135193453,10.0
1573135193553,10.0
1573135193654,10.0
1573135193754,9.0
1573135193855,11.0
1573135193956,10.0
1573135194056,11.0
1573135194157,11.0
1573135194257,11.0
1573135194358,11.0
1573135194458,10.0
1573135194559,10.0
1573135194660,10.0
1573135194760,11.0
1573135194861,10.0
1573135194961,11.0
1573135195064,10.0
1573135195164,11.0
1573135195265,11.0
1573135195365,11.0
1573135195466,11.0
1573135195566,10.0
1573135195667,10.0
1573135195768,10.0
1573135195868,10.0
1573135195969,11.0
1573135196070,10.0
1573135196170,10.0
1573135196271,10.0
1573135196371,10.0
1573135196472,10.0
1573135196573,10.0
1573135196673,11.0
1573135196774,10.0
1573135196874,10.0
1573135196975,11.0
1573135197075,10.0
1573135197176,12.0
1573135197277,11.0
1573135197377,12.0
1573135197478,11.0
1573135197579,11.0
1573135197679,11.0
1573135197780,11.0
1573135197881,12.0
1573135197981,11.0
1573135198082,11.0
1573135198182,11.0
1573135198283,11.0
1573135198384,11.0
1573135198484,11.0
1573135198585,11.0
1573135198685,12.0
1573135198786,12.0
1573135198886,12.0
1573135198987,11.0
1573135199087,11.0
1573135199188,11.0
1573135199289,11.0
1573135199390,12.0
1573135199490,11.0
1573135199591,11.0
1573135199692,11.0
1573135199792,11.0
1573135199893,11.0
1573135199993,12.0
1573135200094,11.0
1573135200194,11.0
1573135200295,12.0
1573135200396,12.0
1573135200496,12.0
1573135200597,12.0
1573135200698,12.0
1573135200798,12.0
1573135200899,12.0
1573135200999,12.0
1573135201100,13.0
1573135201200,13.0
1573135201301,13.0
1573135201401,13.0
1573135201502,12.0
1573135201602,12.0
1573135201703,12.0
1573135201804,12.0
1573135201904,13.0
1573135202005,13.0
1573135202105,13.0
1573135202206,12.0
1573135202306,13.0
1573135202407,13.0
1573135202508,13.0
1573135202608,12.0
1573135202709,13.0
1573135202809,13.0
1573135202910,13.0
1573135203010,12.0
1573135203111,13.0
1573135203211,12.0
1573135203312,12.0
1573135203413,12.0
1573135203513,12.0
1573135203614,12.0
1573135203714,12.0
1573135203815,13.0
1573135203916,14.0
1573135204016,13.0
1573135204117,13.0
1573135204217,14.0
1573135204318,13.0
1573135204418,13.0
1573135204519,14.0
1573135204619,14.0
1573135204720,14.0
1573135204820,14.0
1573135204921,13.0
1573135205021,14.0
1573135205122,13.0
1573135205223,13.0
1573135205323,13.0
1573135205424,14.0
1573135205524,14.0
1573135205625,13.0
1573135205725,14.0
1573135205826,13.0
1573135205926,13.0
1573135206027,13.0
1573135206127,13.0
1573135206228,14.0
1573135206329,13.0
1573135206429,14.0
1573135206530,13.0
1573135206630,13.0
1573135206731,13.0
1573135206831,13.0
1573135206932,13.0
1573135207032,14.0
1573135207133,14.0
1573135207233,15.0
1573135207334,15.0
1573135207435,14.0
1573135207535,15.0
1573135207636,14.0
1573135207736,15.0
1573135207838,15.0
1573135207938,15.0
1573135208039,14.0
1573135208139,14.0
1573135208240,15.0
1573135208340,14.0
1573135208441,14.0
1573135208541,15.0
1573135208642,15.0
1573135208742,14.0
1573135208843,14.0
1573135208943,15.0
1573135209044,14.0
1573135209145,15.0
