1575455320858,9.0002,1
1575455320869,10.0004,2
1575455320880,9.0006,3
1575455320890,9.0008,4
1575455320901,9.001,5
1575455320911,10.0012,6
1575455320922,10.0014,7
1575455320934,9.0016,8
1575455320944,9.0018,9
1575455320955,10.002,10
1575455320966,10.0022,11
1575455320976,10.0024,12
1575455320986,9.0026,13
1575455320997,10.0028,14
1575455321007,9.003,15
1575455321018,9.0032,16
1575455321029,10.0034,17
1575455321039,10.0036,18
1575455321050,9.0038,19
1575455321060,10.004,20
1575455321071,10.0042,21
1575455321081,10.0044,22
1575455321092,10.0046,23
1575455321103,9.0048,24
1575455321113,10.005,25
1575455321124,10.0052,26
1575455321134,10.0054,27
1575455321145,10.0056,28
1575455321155,9.0058,29
1575455321166,10.006,30
1575455321176,10.0062,31
1575455321187,9.0064,32
1575455321197,9.0066,33
1575455321208,10.0068,34
1575455321218,9.007,35
1575455321228,9.0072,36
1575455321239,10.0074,37
1575455321250,9.0076,38
1575455321260,10.0078,39
1575455321270,9.008,40
1575455321281,9.0082,41
1575455321292,10.0084,42
1575455321302,10.0086,43
1575455321313,9.0088,44
1575455321323,9.009,45
1575455321334,10.0092,46
1575455321345,10.0094,47
1575455321356,10.0096,48
1575455321366,9.0098,49
1575455321377,10.01,50
1575455321387,9.0102,51
1575455321397,9.0104,52
1575455321408,9.0106,53
1575455321418,10.0108,54
1575455321429,9.011,55
1575455321439,9.0112,56
1575455321450,10.0114,57
1575455321461,9.0116,58
1575455321471,10.0118,59
1575455321482,10.012,60
1575455321492,9.0122,61
1575455321503,10.0124,62
1575455321513,10.0126,63
1575455321524,9.0128,64
1575455321534,9.013,65
1575455321545,9.0132,66
1575455321556,9.0134,67
1575455321566,10.0136,68
1575455321577,9.0138,69
1575455321587,10.014,70
1575455321598,9.0142,71
1575455321611,10.0144,72
1575455321622,9.0146,73
1575455321633,10.0148,74
1575455321643,9.015,75
1575455321654,9.0152,76
1575455321668,9.0154,77
1575455321678,9.0156,78
1575455321689,10.0158,79
1575455321700,10.016,80
1575455321710,9.0162,81
1575455321721,10.0164,82
1575455321732,9.0166,83
1575455321743,10.0168,84
1575455321753,10.017,85
1575455321764,10.0172,86
1575455321774,10.0174,87
1575455321785,10.0176,88
1575455321795,9.0178,89
1575455321806,10.018,90
1575455321817,9.0182,91
1575455321827,9.0184,92
1575455321838,10.0186,93
1575455321848,10.0188,94
1575455321859,10.019,95
1575455321869,10.0192,96
1575455321880,9.0194,97
1575455321891,10.0196,98
1575455321901,9.0198,99
1575455321912,9.02,100
1575455321922,9.0202,101
1575455321933,9.0204,102
1575455321944,10.0206,103
1575455321954,10.0208,104
1575455321965,9.021,105
1575455321975,10.0212,106
1575455321986,10.0214,107
1575455321996,10.0216,108
1575455322007,9.0218,109
1575455322017,9.022,110
1575455322028,9.0222,111
1575455322038,10.0224,112
1575455322051,9.0226,113
1575455322063,10.0228,114
1575455322073,9.023,115
1575455322084,9.0232,116
1575455322094,9.0234,117
1575455322105,9.0236,118
1575455322115,9.0238,119
1575455322126,10.024,120
1575455322137,9.0242,121
1575455322148,9.0244,122
1575455322159,9.0246,123
1575455322170,9.0248,124
1575455322180,9.025,125
1575455322191,9.0252,126
1575455322202,10.0254,127
1575455322212,10.0256,128
1575455322223,9.0258,129
1575455322234,10.026,130
1575455322244,10.0262,131
1575455322255,9.0264,132
1575455322265,10.0266,133
1575455322276,9.0268,134
1575455322286,10.027,135
1575455322297,10.0272,136
1575455322307,9.0274,137
1575455322318,10.0276,138
1575455322328,9.0278,139
1575455322339,9.028,140
1575455322349,10.0282,141
1575455322360,10.0284,142
1575455322373,9.0286,143
1575455322384,10.0288,144
1575455322394,9.029,145
1575455322405,9.0292,146
1575455322415,9.0294,147
1575455322426,9.0296,148
1575455322437,9.0298,149
1575455322447,10.03,150
1575455322458,10.0302,151
1575455322468,10.0304,152
1575455322479,9.0306,153
1575455322489,10.0308,154
1575455322500,9.031,155
1575455322511,10.0312,156
1575455322522,10.0314,157
1575455322533,10.0316,158
1575455322543,10.0318,159
1575455322554,11.032,160
1575455322564,11.0322,161
1575455322575,10.0324,162
1575455322585,11.0326,163
1575455322596,11.0328,164
1575455322606,11.033,165
1575455322617,10.0332,166
1575455322628,10.0334,167
1575455322638,10.0336,168
1575455322649,11.0338,169
1575455322659,11.034,170
1575455322670,11.0342,171
1575455322681,11.0344,172
1575455322691,11.0346,173
1575455322702,10.0348,174
1575455322712,10.035,175
1575455322723,10.0352,176
1575455322733,10.0354,177
1575455322744,10.0356,178
1575455322754,11.0358,179
1575455322765,10.036,180
1575455322776,10.0362,181
1575455322786,11.0364,182
1575455322796,10.0366,183
1575455322807,10.0368,184
1575455322818,11.037,185
1575455322834,10.0372,186
1575455322845,11.0374,187
1575455322855,10.0376,188
1575455322866,11.0378,189
1575455322876,11.038,190
1575455322887,10.0382,191
